text,label_numeric,label,cleaned_text,tokens
LEFU LA LEKHOOA LE SIEA SECHABA KA LIPOTSO TSE NGATA,-1,negative,lefu la lekhooa le siea sechaba ka lipotso tse ngata,"['lefu', 'la', 'lekhooa', 'le', 'siea', 'sechaba', 'ka', 'lipotso', 'tse', 'ngata']"
M125 000 E FUOA MOTHO EA KA THUSANG KA MONYENYETSI OA BABOLAI BA SEBOHOLI,1,positive,m e fuoa motho ea ka thusang ka monyenyetsi oa babolai ba seboholi,"['m', 'e', 'fuoa', 'motho', 'ea', 'ka', 'thusang', 'ka', 'monyenyetsi', 'oa', 'babolai', 'ba', 'seboholi']"
MOSAMARIA E MOLEMO O THOTSE NGOANA,1,positive,mosamaria e molemo o thotse ngoana,"['mosamaria', 'e', 'molemo', 'o', 'thotse', 'ngoana']"
MOSALI O SA TSOA HLAJOA KA THIPA,-1,negative,mosali o sa tsoa hlajoa ka thipa,"['mosali', 'o', 'sa', 'tsoa', 'hlajoa', 'ka', 'thipa']"
BA BALEHETSE NAHENG E 'NGOE BALOTSANA,-1,negative,ba balehetse naheng e ngoe balotsana,"['ba', 'balehetse', 'naheng', 'e', 'ngoe', 'balotsana']"
LELAPA LE PATLONG EA MORA LONA,-1,negative,lelapa le patlong ea mora lona,"['lelapa', 'le', 'patlong', 'ea', 'mora', 'lona']"
LELAPA LE FUMANA MOR'A LONA A OELE LILOMONG ESE E LE MOFU,-1,negative,lelapa le fumana mora lona a oele lilomong ese e le mofu,"['lelapa', 'le', 'fumana', 'mora', 'lona', 'a', 'oele', 'lilomong', 'ese', 'e', 'le', 'mofu']"
SEBONOANG SE BONOA KE BOHLE UTLOA NA MOFU O APERE JOANG MOHLOMONG U KA MO TSEBA,-1,negative,sebonoang se bonoa ke bohle utloa na mofu o apere joang mohlomong u ka mo tseba,"['sebonoang', 'se', 'bonoa', 'ke', 'bohle', 'utloa', 'na', 'mofu', 'o', 'apere', 'joang', 'mohlomong', 'u', 'ka', 'mo', 'tseba']"
UTLOA SE ETSAHETSENG HA SEBOHOLI SE BOLAOA MAOBANE,-1,negative,utloa se etsahetseng ha seboholi se bolaoa maobane,"['utloa', 'se', 'etsahetseng', 'ha', 'seboholi', 'se', 'bolaoa', 'maobane']"
MONNA OA KHAOLOA QOQOTHO KA THIPA,-1,negative,monna oa khaoloa qoqotho ka thipa,"['monna', 'oa', 'khaoloa', 'qoqotho', 'ka', 'thipa']"
KOLOI E PHETHOHA KA BATHO,-1,negative,koloi e phethoha ka batho,"['koloi', 'e', 'phethoha', 'ka', 'batho']"
THUSETSANG SECHABA KHOMO EA OELA,-1,negative,thusetsang sechaba khomo ea oela,"['thusetsang', 'sechaba', 'khomo', 'ea', 'oela']"
HO KUPA EA MAHLO A MAFUBELU,-1,negative,ho kupa ea mahlo a mafubelu,"['ho', 'kupa', 'ea', 'mahlo', 'a', 'mafubelu']"
BANNA BA BABELI BA QETA HO BOLAOA,-1,negative,banna ba babeli ba qeta ho bolaoa,"['banna', 'ba', 'babeli', 'ba', 'qeta', 'ho', 'bolaoa']"
MAPOLESA A QHAUTSA 'MOLAI OA MOSALI,1,positive,mapolesa a qhautsa molai oa mosali,"['mapolesa', 'a', 'qhautsa', 'molai', 'oa', 'mosali']"
HO FUMANOA LITOPO TSE PELI TSA BANNA,-1,negative,ho fumanoa litopo tse peli tsa banna,"['ho', 'fumanoa', 'litopo', 'tse', 'peli', 'tsa', 'banna']"
MOSALI EA SEBETSANG LEKALENG O BOLAOA KA THIPA KE MOQHOBI OS TEKESI,-1,negative,mosali ea sebetsang lekaleng o bolaoa ka thipa ke moqhobi os tekesi,"['mosali', 'ea', 'sebetsang', 'lekaleng', 'o', 'bolaoa', 'ka', 'thipa', 'ke', 'moqhobi', 'os', 'tekesi']"
MOHLOLOHALI O SELAKHOA JOALOKA PHOOFOLO,-1,negative,mohlolohali o selakhoa joaloka phoofolo,"['mohlolohali', 'o', 'selakhoa', 'joaloka', 'phoofolo']"
MAPOLESA A TŠOARELOA BOSHOLU BA CHELETE A NTSE A PANYA-PANYA MASISI-MATŠO HA JOALE,-1,negative,mapolesa a toareloa bosholu ba chelete a ntse a panyapanya masisimato ha joale,"['mapolesa', 'a', 'toareloa', 'bosholu', 'ba', 'chelete', 'a', 'ntse', 'a', 'panyapanya', 'masisimato', 'ha', 'joale']"
MAPOLESA A TSETOLLA SETOPO SA MOSALI,-1,negative,mapolesa a tsetolla setopo sa mosali,"['mapolesa', 'a', 'tsetolla', 'setopo', 'sa', 'mosali']"
MONNA O QETA HO THUNYETSA RANGOANA'AE LEFU,-1,negative,monna o qeta ho thunyetsa rangoanaae lefu,"['monna', 'o', 'qeta', 'ho', 'thunyetsa', 'rangoanaae', 'lefu']"
NGOETSI E INOLA KA LETŠENG E SE E E MOFU,-1,negative,ngoetsi e inola ka leteng e se e e mofu,"['ngoetsi', 'e', 'inola', 'ka', 'leteng', 'e', 'se', 'e', 'e', 'mofu']"
SETOPO SA NGOETSI SE QETILE MATSATSI A MANE,-1,negative,setopo sa ngoetsi se qetile matsatsi a mane,"['setopo', 'sa', 'ngoetsi', 'se', 'qetile', 'matsatsi', 'a', 'mane']"
SETHUNYA SE QETA HO THUNYA MOTHO KE LILLO LE SEBOKA FEELA,-1,negative,sethunya se qeta ho thunya motho ke lillo le seboka feela,"['sethunya', 'se', 'qeta', 'ho', 'thunya', 'motho', 'ke', 'lillo', 'le', 'seboka', 'feela']"
BONA LETŠA LEO MOSALI A NOETSENG HO LONA MOTSENG,-1,negative,bona leta leo mosali a noetseng ho lona motseng,"['bona', 'leta', 'leo', 'mosali', 'a', 'noetseng', 'ho', 'lona', 'motseng']"
NGOETSI E LIKHOELI LI PELI E NOETSE KA LETŠENG,-1,negative,ngoetsi e likhoeli li peli e noetse ka leteng,"['ngoetsi', 'e', 'likhoeli', 'li', 'peli', 'e', 'noetse', 'ka', 'leteng']"
MOHLANKANA ENOA O NYAMETSE,-1,negative,mohlankana enoa o nyametse,"['mohlankana', 'enoa', 'o', 'nyametse']"
MASOLE A QETA HO PHOLOSA MOSALI LE NYATSI LEFUNG,1,positive,masole a qeta ho pholosa mosali le nyatsi lefung,"['masole', 'a', 'qeta', 'ho', 'pholosa', 'mosali', 'le', 'nyatsi', 'lefung']"
LESECHURITHI LE LATSOISOA HLOOANA EA MOKHOABANE A NTSE A KOKOTELA BASALI,-1,negative,lesechurithi le latsoisoa hlooana ea mokhoabane a ntse a kokotela basali,"['lesechurithi', 'le', 'latsoisoa', 'hlooana', 'ea', 'mokhoabane', 'a', 'ntse', 'a', 'kokotela', 'basali']"
PHOESA O LATSOA HLOOANA EA MAKHOABANE,-1,negative,phoesa o latsoa hlooana ea makhoabane,"['phoesa', 'o', 'latsoa', 'hlooana', 'ea', 'makhoabane']"
LETOLO LE BOLAILE MOHLANKANA LE MO CHESITSE MAOTONG LA MO TABOLELA LIPHAHLO,-1,negative,letolo le bolaile mohlankana le mo chesitse maotong la mo tabolela liphahlo,"['letolo', 'le', 'bolaile', 'mohlankana', 'le', 'mo', 'chesitse', 'maotong', 'la', 'mo', 'tabolela', 'liphahlo']"
TERAKA EA PHOOFO E PHETHOHILE BAAHI BA INKETSE PHOOFO,-1,negative,teraka ea phoofo e phethohile baahi ba inketse phoofo,"['teraka', 'ea', 'phoofo', 'e', 'phethohile', 'baahi', 'ba', 'inketse', 'phoofo']"
MORENA O QELA NGOANANA LIKOBO KA LEKHOLO LA MALOTI,-1,negative,morena o qela ngoanana likobo ka lekholo la maloti,"['morena', 'o', 'qela', 'ngoanana', 'likobo', 'ka', 'lekholo', 'la', 'maloti']"
MORENA O NTSE A PANYA-PANYA MAFIFI-MATŠO,-1,negative,morena o ntse a panyapanya mafifimato,"['morena', 'o', 'ntse', 'a', 'panyapanya', 'mafifimato']"
MOSALI O SA TSOA BOLAOA KA THIPA MOTŠEARE TJENA,-1,negative,mosali o sa tsoa bolaoa ka thipa moteare tjena,"['mosali', 'o', 'sa', 'tsoa', 'bolaoa', 'ka', 'thipa', 'moteare', 'tjena']"
MOFU O NE A SETSE LE NGOANA EA LILEMO LI PELI,-1,negative,mofu o ne a setse le ngoana ea lilemo li peli,"['mofu', 'o', 'ne', 'a', 'setse', 'le', 'ngoana', 'ea', 'lilemo', 'li', 'peli']"
MOOKI EA PHOLOSITSENG SECHABA SE SENGATA MAFUNG A MELEKO,1,positive,mooki ea pholositseng sechaba se sengata mafung a meleko,"['mooki', 'ea', 'pholositseng', 'sechaba', 'se', 'sengata', 'mafung', 'a', 'meleko']"
BAOKI LE LINGAKA BA NGALA MOSEBETSI BOESA,-1,negative,baoki le lingaka ba ngala mosebetsi boesa,"['baoki', 'le', 'lingaka', 'ba', 'ngala', 'mosebetsi', 'boesa']"
RAKHOEBO O QETA HO THUNYETSOA LEFU,-1,negative,rakhoebo o qeta ho thunyetsoa lefu,"['rakhoebo', 'o', 'qeta', 'ho', 'thunyetsoa', 'lefu']"
MONNA O AHLOLOA LILEMO TSE 31 KA POLAO EA LESOLE,-1,negative,monna o ahloloa lilemo tse ka polao ea lesole,"['monna', 'o', 'ahloloa', 'lilemo', 'tse', 'ka', 'polao', 'ea', 'lesole']"
LEPOLESA LE KOENNENG HO FETISISA LE HAPILE KHAU MACHABENG,1,positive,lepolesa le koenneng ho fetisisa le hapile khau machabeng,"['lepolesa', 'le', 'koenneng', 'ho', 'fetisisa', 'le', 'hapile', 'khau', 'machabeng']"
MOSALI O QABANYA BANNA LE BAHLANKANA O KHALENHOA KE MORENA LE MAHOKELA,-1,negative,mosali o qabanya banna le bahlankana o khalenhoa ke morena le mahokela,"['mosali', 'o', 'qabanya', 'banna', 'le', 'bahlankana', 'o', 'khalenhoa', 'ke', 'morena', 'le', 'mahokela']"
MOSALI O BOLAILE MONN'A HAE OA LE 'MAENARA KA THIPA,-1,negative,mosali o bolaile monna hae oa le maenara ka thipa,"['mosali', 'o', 'bolaile', 'monna', 'hae', 'oa', 'le', 'maenara', 'ka', 'thipa']"
NGOANANA O PHOLOSOA  A LEKA HO IPHANYEHA,-1,negative,ngoanana o pholosoa a leka ho iphanyeha,"['ngoanana', 'o', 'pholosoa', 'a', 'leka', 'ho', 'iphanyeha']"
SETOPO SA MONNA SE MAQEBA,-1,negative,setopo sa monna se maqeba,"['setopo', 'sa', 'monna', 'se', 'maqeba']"
MAPOLESA A QETA HO PHUTHA SETOPO SA MONNA A TSAMAEA KA HONDA FIT E SILVER GREY,-1,negative,mapolesa a qeta ho phutha setopo sa monna a tsamaea ka honda fit e silver grey,"['mapolesa', 'a', 'qeta', 'ho', 'phutha', 'setopo', 'sa', 'monna', 'a', 'tsamaea', 'ka', 'honda', 'fit', 'e', 'silver', 'grey']"
NGOANA EO ESALENG A BATLOA O FUMANOA E SE E LE MOFU,-1,negative,ngoana eo esaleng a batloa o fumanoa e se e le mofu,"['ngoana', 'eo', 'esaleng', 'a', 'batloa', 'o', 'fumanoa', 'e', 'se', 'e', 'le', 'mofu']"
HO FUMANOA SETOPO SA MONNA SE FANYEHILOE SEFATENG,-1,negative,ho fumanoa setopo sa monna se fanyehiloe sefateng,"['ho', 'fumanoa', 'setopo', 'sa', 'monna', 'se', 'fanyehiloe', 'sefateng']"
TICHERE E CHAISA NGOANANA KA KOLOI,-1,negative,tichere e chaisa ngoanana ka koloi,"['tichere', 'e', 'chaisa', 'ngoanana', 'ka', 'koloi']"
MONNA O KHUTLA NTŠING TSA LEFU HO TSEKOA MOSALI,-1,negative,monna o khutla nting tsa lefu ho tsekoa mosali,"['monna', 'o', 'khutla', 'nting', 'tsa', 'lefu', 'ho', 'tsekoa', 'mosali']"
PHOESA O TŠOAROA A LEKA HO UTSOETSA BANKA,-1,negative,phoesa o toaroa a leka ho utsoetsa banka,"['phoesa', 'o', 'toaroa', 'a', 'leka', 'ho', 'utsoetsa', 'banka']"
SEBINI SE THUNYETSA MOHLANKANA LEFU RENKENG A 'MOLAELA LEKHOLO LA MALOTI,-1,negative,sebini se thunyetsa mohlankana lefu renkeng a molaela lekholo la maloti,"['sebini', 'se', 'thunyetsa', 'mohlankana', 'lefu', 'renkeng', 'a', 'molaela', 'lekholo', 'la', 'maloti']"
MOSUOE-HLOOHO LE TICHERE,0,neutral,mosuoehlooho le tichere,"['mosuoehlooho', 'le', 'tichere']"
BANNA BA TŠOEROE KA BOSHOLU BA MERIANA LE LIPILISI,-1,negative,banna ba toeroe ka bosholu ba meriana le lipilisi,"['banna', 'ba', 'toeroe', 'ka', 'bosholu', 'ba', 'meriana', 'le', 'lipilisi']"
TICHERE E THUNYETSA NYATSI LEFU,-1,negative,tichere e thunyetsa nyatsi lefu,"['tichere', 'e', 'thunyetsa', 'nyatsi', 'lefu']"
LEKHOTLA LE BA TIMA BEILE,1,positive,lekhotla le ba tima beile,"['lekhotla', 'le', 'ba', 'tima', 'beile']"
BANNA BA BELAELLOA KA HO BETA NGOANANA,-1,negative,banna ba belaelloa ka ho beta ngoanana,"['banna', 'ba', 'belaelloa', 'ka', 'ho', 'beta', 'ngoanana']"
NYATSI E BOLAEA MOSALI,-1,negative,nyatsi e bolaea mosali,"['nyatsi', 'e', 'bolaea', 'mosali']"
MOSALI EA SELAKHUOENG O SE A TSEJOA O NE A NTSE A LOKISA TSA LEPATO LA MONNA OA HAE,-1,negative,mosali ea selakhuoeng o se a tsejoa o ne a ntse a lokisa tsa lepato la monna oa hae,"['mosali', 'ea', 'selakhuoeng', 'o', 'se', 'a', 'tsejoa', 'o', 'ne', 'a', 'ntse', 'a', 'lokisa', 'tsa', 'lepato', 'la', 'monna', 'oa', 'hae']"
NAHA E PHALLELA KA LIJO,1,positive,naha e phallela ka lijo,"['naha', 'e', 'phallela', 'ka', 'lijo']"
MALAENE A CHA KA MOHLOLO,-1,negative,malaene a cha ka mohlolo,"['malaene', 'a', 'cha', 'ka', 'mohlolo']"
MOSALI HA TSEBE NTATA NGOAN'A HAE O ETSELLETSE MONNA OA MOTHO,-1,negative,mosali ha tsebe ntata ngoana hae o etselletse monna oa motho,"['mosali', 'ha', 'tsebe', 'ntata', 'ngoana', 'hae', 'o', 'etselletse', 'monna', 'oa', 'motho']"
SEPOLESA SE MO LAKATSA JOALOKA NAMA EA FARIKI,1,positive,sepolesa se mo lakatsa joaloka nama ea fariki,"['sepolesa', 'se', 'mo', 'lakatsa', 'joaloka', 'nama', 'ea', 'fariki']"
MEKONTERAKA EA LETAMO E ROBALA BANA BA TLASE LILEMONG,-1,negative,mekonteraka ea letamo e robala bana ba tlase lilemong,"['mekonteraka', 'ea', 'letamo', 'e', 'robala', 'bana', 'ba', 'tlase', 'lilemong']"
BONA LIKHOHLO TSEO MORENA A FUMANOENG HO TSONA,-1,negative,bona likhohlo tseo morena a fumanoeng ho tsona,"['bona', 'likhohlo', 'tseo', 'morena', 'a', 'fumanoeng', 'ho', 'tsona']"
MOLOI O PHONYOHA LEFU KA MOHLOLO A NE A LE MOTHATING OA HO CHESOA,1,positive,moloi o phonyoha lefu ka mohlolo a ne a le mothating oa ho chesoa,"['moloi', 'o', 'phonyoha', 'lefu', 'ka', 'mohlolo', 'a', 'ne', 'a', 'le', 'mothating', 'oa', 'ho', 'chesoa']"
UTLOA LITABA TSA MOSALI EA SELAKHUOENG,-1,negative,utloa litaba tsa mosali ea selakhuoeng,"['utloa', 'litaba', 'tsa', 'mosali', 'ea', 'selakhuoeng']"
KOLOI E QETA HO ROBA MOTHO LEOTO,-1,negative,koloi e qeta ho roba motho leoto,"['koloi', 'e', 'qeta', 'ho', 'roba', 'motho', 'leoto']"
MORENA O FUMANOE E SE E LE MOFU A OELE LILOMONG A QHALANE BOKO,-1,negative,morena o fumanoe e se e le mofu a oele lilomong a qhalane boko,"['morena', 'o', 'fumanoe', 'e', 'se', 'e', 'le', 'mofu', 'a', 'oele', 'lilomong', 'a', 'qhalane', 'boko']"
MOSALI O AHLOLELOA HO ETSA THOBALANO MAHLONG A BANA BA HAE,-1,negative,mosali o ahloleloa ho etsa thobalano mahlong a bana ba hae,"['mosali', 'o', 'ahloleloa', 'ho', 'etsa', 'thobalano', 'mahlong', 'a', 'bana', 'ba', 'hae']"
LORI E SATSOA PSHATLA MOTHO LEHATA,-1,negative,lori e satsoa pshatla motho lehata,"['lori', 'e', 'satsoa', 'pshatla', 'motho', 'lehata']"
'MILA O QETA LIKOLOI,-1,negative,mila o qeta likoloi,"['mila', 'o', 'qeta', 'likoloi']"
BATSOALI BA QOSOA KA HO BETSA MORALI'A BONA,-1,negative,batsoali ba qosoa ka ho betsa moralia bona,"['batsoali', 'ba', 'qosoa', 'ka', 'ho', 'betsa', 'moralia', 'bona']"
MASECHURITHI A FAOTSENG MOTHO A AHOTSOE LILEMO TSE 30 NTLOANA-TŠOANA,-1,negative,masechurithi a faotseng motho a ahotsoe lilemo tse ntloanatoana,"['masechurithi', 'a', 'faotseng', 'motho', 'a', 'ahotsoe', 'lilemo', 'tse', 'ntloanatoana']"
'MOLAI OA 'MISI O AHLOLOA LILEMO TSE MASHOME A METSO E ROBONG NTLOANA-TŠOANA,-1,negative,molai oa misi o ahloloa lilemo tse mashome a metso e robong ntloanatoana,"['molai', 'oa', 'misi', 'o', 'ahloloa', 'lilemo', 'tse', 'mashome', 'a', 'metso', 'e', 'robong', 'ntloanatoana']"
MONNA-MOHOLO O SELAKHOA JOALO KA PHOOFOLO,-1,negative,monnamoholo o selakhoa joalo ka phoofolo,"['monnamoholo', 'o', 'selakhoa', 'joalo', 'ka', 'phoofolo']"
SEHOAI SE KHAKHATHETSOE LEFU BOSIUNG BA KAJENO,-1,negative,sehoai se khakhathetsoe lefu bosiung ba kajeno,"['sehoai', 'se', 'khakhathetsoe', 'lefu', 'bosiung', 'ba', 'kajeno']"
MACHAENA A REKISA LIBOLU SEPOLESA SE LI PHUTHILE KAJENO,-1,negative,machaena a rekisa libolu sepolesa se li phuthile kajeno,"['machaena', 'a', 'rekisa', 'libolu', 'sepolesa', 'se', 'li', 'phuthile', 'kajeno']"
BAITHUTU BA SEKOLO SE SEHOLO BA TŠOARETSOE THAPELO,1,positive,baithutu ba sekolo se seholo ba toaretsoe thapelo,"['baithutu', 'ba', 'sekolo', 'se', 'seholo', 'ba', 'toaretsoe', 'thapelo']"
O BOLAELOA LIBE TSA MOTSOALLE,-1,negative,o bolaeloa libe tsa motsoalle,"['o', 'bolaeloa', 'libe', 'tsa', 'motsoalle']"
MONNA-MOHOLO O BOLAEA MOCHAUFA OA HAE,-1,negative,monnamoholo o bolaea mochaufa oa hae,"['monnamoholo', 'o', 'bolaea', 'mochaufa', 'oa', 'hae']"
KHAREBE E HLALLOA HO RATA LIKOBO,-1,negative,kharebe e hlalloa ho rata likobo,"['kharebe', 'e', 'hlalloa', 'ho', 'rata', 'likobo']"
BA BETA NGOANANA EA NANG LE BOKOOA,-1,negative,ba beta ngoanana ea nang le bokooa,"['ba', 'beta', 'ngoanana', 'ea', 'nang', 'le', 'bokooa']"
MOLISANA O BOLAOA A ALOSELITSE LETOBONG O BATOA KA LEJOE LE LE LENG,-1,negative,molisana o bolaoa a aloselitse letobong o batoa ka lejoe le le leng,"['molisana', 'o', 'bolaoa', 'a', 'aloselitse', 'letobong', 'o', 'batoa', 'ka', 'lejoe', 'le', 'le', 'leng']"
O BETA NGOANANA EA LILEMO TSE LESHOME LE METSO E MENE,-1,negative,o beta ngoanana ea lilemo tse leshome le metso e mene,"['o', 'beta', 'ngoanana', 'ea', 'lilemo', 'tse', 'leshome', 'le', 'metso', 'e', 'mene']"
MOKHETHOA O NGOLLOA MOKHOEPHAHALI OA LENGOLO,-1,negative,mokhethoa o ngolloa mokhoephahali oa lengolo,"['mokhethoa', 'o', 'ngolloa', 'mokhoephahali', 'oa', 'lengolo']"
BASALI BA BOLAEA MOSALI E MONG KA THIPA,-1,negative,basali ba bolaea mosali e mong ka thipa,"['basali', 'ba', 'bolaea', 'mosali', 'e', 'mong', 'ka', 'thipa']"
MOSALI O BATLOA KA POLAO EA MOTHO,-1,negative,mosali o batloa ka polao ea motho,"['mosali', 'o', 'batloa', 'ka', 'polao', 'ea', 'motho']"
MORA O SAKHA NTAT'AE MOLALA,-1,negative,mora o sakha ntatae molala,"['mora', 'o', 'sakha', 'ntatae', 'molala']"
MOSHANYANA O FELLOA KE BOPHELO KAMORA HO RAHOA MPENG,-1,negative,moshanyana o felloa ke bophelo kamora ho rahoa mpeng,"['moshanyana', 'o', 'felloa', 'ke', 'bophelo', 'kamora', 'ho', 'rahoa', 'mpeng']"
LESECHURITHI LE UTSOA HALOFO EA MILIONE KA SETHUNYA,-1,negative,lesechurithi le utsoa halofo ea milione ka sethunya,"['lesechurithi', 'le', 'utsoa', 'halofo', 'ea', 'milione', 'ka', 'sethunya']"
MORENA O QETA HO THUNYETSOA LEFU,-1,negative,morena o qeta ho thunyetsoa lefu,"['morena', 'o', 'qeta', 'ho', 'thunyetsoa', 'lefu']"
OA 'MUSO O BUTSOELA BASALI BA BABELI KA THOLOANA,-1,negative,oa muso o butsoela basali ba babeli ka tholoana,"['oa', 'muso', 'o', 'butsoela', 'basali', 'ba', 'babeli', 'ka', 'tholoana']"
NGOANANA O ITHUNYETSA LEFU,-1,negative,ngoanana o ithunyetsa lefu,"['ngoanana', 'o', 'ithunyetsa', 'lefu']"
MONNA O IPHILE CHEFU KAMORA HO BOLAEA MOSALI,-1,negative,monna o iphile chefu kamora ho bolaea mosali,"['monna', 'o', 'iphile', 'chefu', 'kamora', 'ho', 'bolaea', 'mosali']"
SEPOLESA SE QETA HO PHUTHA SETOPO SA MOSALI,-1,negative,sepolesa se qeta ho phutha setopo sa mosali,"['sepolesa', 'se', 'qeta', 'ho', 'phutha', 'setopo', 'sa', 'mosali']"
'MOLAI OA MOSALI OA MOKHETHOA O NTSE A BATLOA,-1,negative,molai oa mosali oa mokhethoa o ntse a batloa,"['molai', 'oa', 'mosali', 'oa', 'mokhethoa', 'o', 'ntse', 'a', 'batloa']"
MOSALI OA MOIMANA O THUNYETSOA LEFU MOTŠEARE,-1,negative,mosali oa moimana o thunyetsoa lefu moteare,"['mosali', 'oa', 'moimana', 'o', 'thunyetsoa', 'lefu', 'moteare']"
LEPOLESA LE HLAHILE KHOTLA KAJENO KA PETO EA MONNA E MONG HAPE,-1,negative,lepolesa le hlahile khotla kajeno ka peto ea monna e mong hape,"['lepolesa', 'le', 'hlahile', 'khotla', 'kajeno', 'ka', 'peto', 'ea', 'monna', 'e', 'mong', 'hape']"
MONNA O LEBANYA THEBE LE MAPOLESA A MO PHUNYA MASOBA A KULO,-1,negative,monna o lebanya thebe le mapolesa a mo phunya masoba a kulo,"['monna', 'o', 'lebanya', 'thebe', 'le', 'mapolesa', 'a', 'mo', 'phunya', 'masoba', 'a', 'kulo']"
MONNA O KOKOMETSE PELA SETOPO SA MOSALI OA HAE,-1,negative,monna o kokometse pela setopo sa mosali oa hae,"['monna', 'o', 'kokometse', 'pela', 'setopo', 'sa', 'mosali', 'oa', 'hae']"
E TSOHA E LE SEBONOANG MONNA O BOLAILE MOSALI,-1,negative,e tsoha e le sebonoang monna o bolaile mosali,"['e', 'tsoha', 'e', 'le', 'sebonoang', 'monna', 'o', 'bolaile', 'mosali']"
KOTSI EA LIKOLOI TSA BAETI HOLIMA BOROKHO,-1,negative,kotsi ea likoloi tsa baeti holima borokho,"['kotsi', 'ea', 'likoloi', 'tsa', 'baeti', 'holima', 'borokho']"
O BETA BASALI BA BABELI KA THABENG,-1,negative,o beta basali ba babeli ka thabeng,"['o', 'beta', 'basali', 'ba', 'babeli', 'ka', 'thabeng']"
SEPOLESA SE QETA HO INOLA MOFU LETAMONG,1,positive,sepolesa se qeta ho inola mofu letamong,"['sepolesa', 'se', 'qeta', 'ho', 'inola', 'mofu', 'letamong']"
MONNA O NOETSE KA LETAMONG,-1,negative,monna o noetse ka letamong,"['monna', 'o', 'noetse', 'ka', 'letamong']"
PHATLALATSO EA MANYALO HO TSOA LEKALENG,1,positive,phatlalatso ea manyalo ho tsoa lekaleng,"['phatlalatso', 'ea', 'manyalo', 'ho', 'tsoa', 'lekaleng']"
MAPOLESA A PHOLOSA MOSALI O NE A ILO BOLAELOA LICHELETE TSA MONNA,-1,negative,mapolesa a pholosa mosali o ne a ilo bolaeloa lichelete tsa monna,"['mapolesa', 'a', 'pholosa', 'mosali', 'o', 'ne', 'a', 'ilo', 'bolaeloa', 'lichelete', 'tsa', 'monna']"
MONNA O ROBALA MOSALI LE MORALI'AE,-1,negative,monna o robala mosali le moraliae,"['monna', 'o', 'robala', 'mosali', 'le', 'moraliae']"
O PITLOA LILEMO TSE 25 TERONKONG KA POLAO EA MOTHO,-1,negative,o pitloa lilemo tse teronkong ka polao ea motho,"['o', 'pitloa', 'lilemo', 'tse', 'teronkong', 'ka', 'polao', 'ea', 'motho']"
LESHOLU LE TSOA KA MICROWAVE-NG LE MATHA SETEREKENG,-1,negative,lesholu le tsoa ka microwaveng le matha seterekeng,"['lesholu', 'le', 'tsoa', 'ka', 'microwaveng', 'le', 'matha', 'seterekeng']"
TONKI E SA TSEJOENG E FIHLILE E MATHA EA HULA SKIPA TERATENG EA BALEA KA SONA EABA EA A LIKELLA KAMORA LETSATSA,-1,negative,tonki e sa tsejoeng e fihlile e matha ea hula skipa terateng ea balea ka sona eaba ea a likella kamora letsatsa,"['tonki', 'e', 'sa', 'tsejoeng', 'e', 'fihlile', 'e', 'matha', 'ea', 'hula', 'skipa', 'terateng', 'ea', 'balea', 'ka', 'sona', 'eaba', 'ea', 'a', 'likella', 'kamora', 'letsatsa']"
MONNA O THULA KOLOI A BALEHA TAU TOROPONG,-1,negative,monna o thula koloi a baleha tau toropong,"['monna', 'o', 'thula', 'koloi', 'a', 'baleha', 'tau', 'toropong']"
BUKA EAKA EA MASHANO E NYAMETSE,-1,negative,buka eaka ea mashano e nyametse,"['buka', 'eaka', 'ea', 'mashano', 'e', 'nyametse']"
SETHOTSELA SE KHAQILE 20 LITRE EA METSI QALAKHENG,-1,negative,sethotsela se khaqile litre ea metsi qalakheng,"['sethotsela', 'se', 'khaqile', 'litre', 'ea', 'metsi', 'qalakheng']"
MONNA O THULA KOLOI A BALEHA TAU TOROPONG,-1,negative,monna o thula koloi a baleha tau toropong,"['monna', 'o', 'thula', 'koloi', 'a', 'baleha', 'tau', 'toropong']"
LEHLOEO LE JA MONGA LONA,-1,negative,lehloeo le ja monga lona,"['lehloeo', 'le', 'ja', 'monga', 'lona']"
MOTHO O IPHETOLA POLI BA MO SHEBILE,-1,negative,motho o iphetola poli ba mo shebile,"['motho', 'o', 'iphetola', 'poli', 'ba', 'mo', 'shebile']"
MOLOI O QETA HO THULA PALO EA MOTLAKASE KA PETA A BA A SOAHLAMANA FATŠE A PALAME MOTSENG,-1,negative,moloi o qeta ho thula palo ea motlakase ka peta a ba a soahlamana fate a palame motseng,"['moloi', 'o', 'qeta', 'ho', 'thula', 'palo', 'ea', 'motlakase', 'ka', 'peta', 'a', 'ba', 'a', 'soahlamana', 'fate', 'a', 'palame', 'motseng']"
BA BONE SATANE FACE TO FACE,-1,negative,ba bone satane face to face,"['ba', 'bone', 'satane', 'face', 'to', 'face']"
NTJA E ROAKA MOETI,-1,negative,ntja e roaka moeti,"['ntja', 'e', 'roaka', 'moeti']"
MPSHE E KOENTSE HONDA FIT,-1,negative,mpshe e koentse honda fit,"['mpshe', 'e', 'koentse', 'honda', 'fit']"
MOFU O FIHLA SEPETLELE HOSEEEENG KA MATJEKE,-1,negative,mofu o fihla sepetlele hoseeeeng ka matjeke,"['mofu', 'o', 'fihla', 'sepetlele', 'hoseeeeng', 'ka', 'matjeke']"
