tweet,label,sentiment,cleaned_text,tokens,sentence_length
"@user @user @user mara buti Sydney Xikwembu ximu nikile ku hlamusela swilo swi nandzika, wativa ingi ova kwale.",positive,Positive,mara buti sydney xikwembu ximu nikile ku hlamusela swilo swi nandzika wativa ingi ova kwale,"['mara', 'buti', 'sydney', 'xikwembu', 'ximu', 'nikile', 'ku', 'hlamusela', 'swilo', 'swi', 'nandzika', 'wativa', 'ingi', 'ova', 'kwale']",15
"Hita khandziya ti bus ta ANC hi mbali swi khipa SWA DA hiya votela EFF @user On the Beach., Bilene Mozambique https://t.co/6beRv1Z025",positive,Positive,hita khandziya ti bus ta anc hi mbali swi khipa swa da hiya votela eff on the beach bilene mozambique,"['hita', 'khandziya', 'ti', 'bus', 'ta', 'anc', 'hi', 'mbali', 'swi', 'khipa', 'swa', 'da', 'hiya', 'votela', 'eff', 'on', 'the', 'beach', 'bilene', 'mozambique']",20
@user Dzixile ho yine ku pfuka?,positive,Positive,dzixile ho yine ku pfuka,"['dzixile', 'ho', 'yine', 'ku', 'pfuka']",5
Ni yingiseli @user kola Ka doroba laka CHOKWE @user @user 810 dstv niyo gee na vovo flora mathonsi,positive,Positive,ni yingiseli kola ka doroba laka chokwe 810 dstv niyo gee na vovo flora mathonsi,"['ni', 'yingiseli', 'kola', 'ka', 'doroba', 'laka', 'chokwe', '810', 'dstv', 'niyo', 'gee', 'na', 'vovo', 'flora', 'mathonsi']",15
Uh tah ssala va uhlolo,positive,Positive,uh tah ssala va uhlolo,"['uh', 'tah', 'ssala', 'va', 'uhlolo']",5
Auxene. Mo yini ku pfuka? #Acredita,positive,Positive,auxene mo yini ku pfuka,"['auxene', 'mo', 'yini', 'ku', 'pfuka']",5
"Ni cizi weni, unga buyi ni taku.. https://t.co/QZ0ODDUY70",positive,Positive,ni cizi weni unga buyi ni taku,"['ni', 'cizi', 'weni', 'unga', 'buyi', 'ni', 'taku']",7
@user ok a chikwembo cha swi vona,positive,Positive,ok a chikwembo cha swi vona,"['ok', 'a', 'chikwembo', 'cha', 'swi', 'vona']",6
@user Vungani ka story ko timve 😂😂,positive,Positive,vungani ka story ko timve 😂😂,"['vungani', 'ka', 'story', 'ko', 'timve', '😂😂']",6
@user @user ni bom Wena ke https://t.co/L9hXLd3s0u,positive,Positive,ni bom wena ke,"['ni', 'bom', 'wena', 'ke']",4
@user 😂😂😂😂 I nkarhi wa malamula,positive,Positive,😂😂😂😂 i nkarhi wa malamula,"['😂😂😂😂', 'i', 'nkarhi', 'wa', 'malamula']",5
@user ku hava paito unwani handle ka mina,positive,Positive,ku hava paito unwani handle ka mina,"['ku', 'hava', 'paito', 'unwani', 'handle', 'ka', 'mina']",7
@user mi nga rivali ku happy birthday Eka mina,positive,Positive,mi nga rivali ku happy birthday eka mina,"['mi', 'nga', 'rivali', 'ku', 'happy', 'birthday', 'eka', 'mina']",8
@user @user @user @user ene swi valavula ntiyiso 😂😂😂😂😂😂,positive,Positive,ene swi valavula ntiyiso 😂😂😂😂😂😂,"['ene', 'swi', 'valavula', 'ntiyiso', '😂😂😂😂😂😂']",5
A Pandza wa kho 🕺🏽,positive,Positive,a pandza wa kho 🕺🏽,"['a', 'pandza', 'wa', 'kho', '🕺🏽']",5
Ni xisela Wena #Njovo https://t.co/5NtqzMvOYU,positive,Positive,ni xisela wena,"['ni', 'xisela', 'wena']",3
Ni rungula my love nthabiseng mashaba ka xokwe @user ka xingange niheta hi sivari Vicente sambo a putfontein @user,positive,Positive,ni rungula my love nthabiseng mashaba ka xokwe ka xingange niheta hi sivari vicente sambo a putfontein,"['ni', 'rungula', 'my', 'love', 'nthabiseng', 'mashaba', 'ka', 'xokwe', 'ka', 'xingange', 'niheta', 'hi', 'sivari', 'vicente', 'sambo', 'a', 'putfontein']",17
Ni pfukile kwatsi. https://t.co/5YvWG5AQLG,positive,Positive,ni pfukile kwatsi,"['ni', 'pfukile', 'kwatsi']",3
Mamana wa bebe,positive,Positive,mamana wa bebe,"['mamana', 'wa', 'bebe']",3
Mawako...muito nice ih https://t.co/ok6K69W6Ms,positive,Positive,mawakomuito nice ih,"['mawakomuito', 'nice', 'ih']",3
Rirandu ari danisi loku wanuna akari akuranda naloku wansati aku randa aswisangi swi danisa https://t.co/mmMystU9xl,positive,Positive,rirandu ari danisi loku wanuna akari akuranda naloku wansati aku randa aswisangi swi danisa,"['rirandu', 'ari', 'danisi', 'loku', 'wanuna', 'akari', 'akuranda', 'naloku', 'wansati', 'aku', 'randa', 'aswisangi', 'swi', 'danisa']",14
@user Mina nile ntirhweni la Mozambique ka Khubu,positive,Positive,mina nile ntirhweni la mozambique ka khubu,"['mina', 'nile', 'ntirhweni', 'la', 'mozambique', 'ka', 'khubu']",7
@user @user 😂😂😂😂😂😂😂 Ina marha ya mina yi famba mahlweni hiti cup masiku lawa,positive,Positive,😂😂😂😂😂😂😂 ina marha ya mina yi famba mahlweni hiti cup masiku lawa,"['😂😂😂😂😂😂😂', 'ina', 'marha', 'ya', 'mina', 'yi', 'famba', 'mahlweni', 'hiti', 'cup', 'masiku', 'lawa']",12
"@user @user “Ya Maning, ya Maning, ya Maning...”",positive,Positive,“ya maning ya maning ya maning”,"['“ya', 'maning', 'ya', 'maning', 'ya', 'maning”']",6
@user @user #HHW zama kuti hlanganisa na yena chomi ya wena face to face unwi tsunduxa hi xikweleti don't give up,positive,Positive,zama kuti hlanganisa na yena chomi ya wena face to face unwi tsunduxa hi xikweleti dont give up,"['zama', 'kuti', 'hlanganisa', 'na', 'yena', 'chomi', 'ya', 'wena', 'face', 'to', 'face', 'unwi', 'tsunduxa', 'hi', 'xikweleti', 'dont', 'give', 'up']",18
Kkkklk ni kombela uni sendela ka whatsup https://t.co/31H5ghj4G4,positive,Positive,kkkklk ni kombela uni sendela ka whatsup,"['kkkklk', 'ni', 'kombela', 'uni', 'sendela', 'ka', 'whatsup']",7
U tah yi phuza impala 😢 https://t.co/wVKS8CYJrj,positive,Positive,u tah yi phuza impala 😢,"['u', 'tah', 'yi', 'phuza', 'impala', '😢']",6
Buya lenu niku dondzissa 💁🏽‍♂️ https://t.co/eGbk1ROpXy,positive,Positive,buya lenu niku dondzissa 💁🏽‍♂️,"['buya', 'lenu', 'niku', 'dondzissa', '💁🏽\u200d♂️']",5
Pooora gramo mng de Mathapa pah foooodaz. Patsa Ni ma hanti,positive,Positive,pooora gramo mng de mathapa pah foooodaz patsa ni ma hanti,"['pooora', 'gramo', 'mng', 'de', 'mathapa', 'pah', 'foooodaz', 'patsa', 'ni', 'ma', 'hanti']",11
@user loko dj @user momu siya yexe sikurinwe lani ka @user vangarikona @user na @user na buti @user anga swihaxa hkwaswo loyi wa dj atlhela abala nitilhoko mhaka ta mahungo😂😂😂😂😂😂😂,positive,Positive,loko dj momu siya yexe sikurinwe lani ka vangarikona na na buti anga swihaxa hkwaswo loyi wa dj atlhela abala nitilhoko mhaka ta mahungo😂😂😂😂😂😂😂,"['loko', 'dj', 'momu', 'siya', 'yexe', 'sikurinwe', 'lani', 'ka', 'vangarikona', 'na', 'na', 'buti', 'anga', 'swihaxa', 'hkwaswo', 'loyi', 'wa', 'dj', 'atlhela', 'abala', 'nitilhoko', 'mhaka', 'ta', 'mahungo😂😂😂😂😂😂😂']",24
@user @user 😂😂😂😂😂😂 mita phaka draw Ku tava lucky,positive,Positive,😂😂😂😂😂😂 mita phaka draw ku tava lucky,"['😂😂😂😂😂😂', 'mita', 'phaka', 'draw', 'ku', 'tava', 'lucky']",7
@user awuxeni va haxi va mina va nduma mina nipfukile nho dja mpungu ni lava akuya dsundzisa aritiwa ramina nihlaula amudji watimali @user @user @user @user @user @user,positive,Positive,awuxeni va haxi va mina va nduma mina nipfukile nho dja mpungu ni lava akuya dsundzisa aritiwa ramina nihlaula amudji watimali,"['awuxeni', 'va', 'haxi', 'va', 'mina', 'va', 'nduma', 'mina', 'nipfukile', 'nho', 'dja', 'mpungu', 'ni', 'lava', 'akuya', 'dsundzisa', 'aritiwa', 'ramina', 'nihlaula', 'amudji', 'watimali']",21
Nifile ih wena,positive,Positive,nifile ih wena,"['nifile', 'ih', 'wena']",3
A ku khala 👀... Ama saudade 😿🙌 https://t.co/qNXu569sIr,positive,Positive,a ku khala 👀 ama saudade 😿🙌,"['a', 'ku', 'khala', '👀', 'ama', 'saudade', '😿🙌']",7
@user Auxeni Madala U bom.,positive,Positive,auxeni madala u bom,"['auxeni', 'madala', 'u', 'bom']",4
@user Na hanya. Ho yini?,positive,Positive,na hanya ho yini,"['na', 'hanya', 'ho', 'yini']",4
@user Ni pfhukile. Khanimambo.,positive,Positive,ni pfhukile khanimambo,"['ni', 'pfhukile', 'khanimambo']",3
"😹😹😹😹 ih fswona ndwena, A ciku para vhaku biya dzi ta tlassa https://t.co/QU3IxsVMFP",positive,Positive,😹😹😹😹 ih fswona ndwena a ciku para vhaku biya dzi ta tlassa,"['😹😹😹😹', 'ih', 'fswona', 'ndwena', 'a', 'ciku', 'para', 'vhaku', 'biya', 'dzi', 'ta', 'tlassa']",12
Maningue 😂😂😂 Khanimambo. U pfhukile? https://t.co/YnddeunDo8,positive,Positive,maningue 😂😂😂 khanimambo u pfhukile,"['maningue', '😂😂😂', 'khanimambo', 'u', 'pfhukile']",5
Ha tsovela kola chokwe Mozambique ni khensa mufundisi @user,positive,Positive,ha tsovela kola chokwe mozambique ni khensa mufundisi,"['ha', 'tsovela', 'kola', 'chokwe', 'mozambique', 'ni', 'khensa', 'mufundisi']",8
@user Na hanya. Aswina ku kazata. Khanimambo,positive,Positive,na hanya aswina ku kazata khanimambo,"['na', 'hanya', 'aswina', 'ku', 'kazata', 'khanimambo']",6
Nami hoyozela vahaxi vamina va migingiriko na tsemba swaku muyetlhele kalhe ami bedweni😂😂😂loko mu suka ka👉 @user tolo🙈 @user @user @user @user @user,positive,Positive,nami hoyozela vahaxi vamina va migingiriko na tsemba swaku muyetlhele kalhe ami bedweni😂😂😂loko mu suka ka👉 tolo🙈,"['nami', 'hoyozela', 'vahaxi', 'vamina', 'va', 'migingiriko', 'na', 'tsemba', 'swaku', 'muyetlhele', 'kalhe', 'ami', 'bedweni😂😂😂loko', 'mu', 'suka', 'ka👉', 'tolo🙈']",17
Bom tarde matxaka ya mina🙋🏻‍♀️🇲🇿🇲🇿maputo https://t.co/KC4sunCCpO,positive,Positive,bom tarde matxaka ya mina🙋🏻‍♀️🇲🇿🇲🇿maputo,"['bom', 'tarde', 'matxaka', 'ya', 'mina🙋🏻\u200d♀️🇲🇿🇲🇿maputo']",5
Ni sungulekile khale mfana 😂 https://t.co/RF4mIqAL3j,positive,Positive,ni sungulekile khale mfana 😂,"['ni', 'sungulekile', 'khale', 'mfana', '😂']",5
@user @user Ka dlhiwa male😋😋,positive,Positive,ka dlhiwa male😋😋,"['ka', 'dlhiwa', 'male😋😋']",3
@user @user mina nitsakile swinene Gingirikani munu wa tshitsha,positive,Positive,mina nitsakile swinene gingirikani munu wa tshitsha,"['mina', 'nitsakile', 'swinene', 'gingirikani', 'munu', 'wa', 'tshitsha']",7
@user @user Ni ta pimissa,positive,Positive,ni ta pimissa,"['ni', 'ta', 'pimissa']",3
"Ni huma na marhama hey , khensa nsati wa mina wani hlayisa xem ❤❤❤❤❤ https://t.co/FbbebjwNR2",positive,Positive,ni huma na marhama hey khensa nsati wa mina wani hlayisa xem ❤❤❤❤❤,"['ni', 'huma', 'na', 'marhama', 'hey', 'khensa', 'nsati', 'wa', 'mina', 'wani', 'hlayisa', 'xem', '❤❤❤❤❤']",13
@user niku yingiseli nile xokwe Mozambique 810dstv,positive,Positive,niku yingiseli nile xokwe mozambique 810dstv,"['niku', 'yingiseli', 'nile', 'xokwe', 'mozambique', '810dstv']",6
A xinkwa lexi xa le missaveni u ndzuluti we Tatana hakukombela💃💃💃 Lililili,positive,Positive,a xinkwa lexi xa le missaveni u ndzuluti we tatana hakukombela💃💃💃 lililili,"['a', 'xinkwa', 'lexi', 'xa', 'le', 'missaveni', 'u', 'ndzuluti', 'we', 'tatana', 'hakukombela💃💃💃', 'lililili']",12
@user @user A ni guenti 😹,positive,Positive,a ni guenti 😹,"['a', 'ni', 'guenti', '😹']",4
Ni yingiseli wena sesi khensi na cc bongi nile xokwe Mozambique 810dstv @user @user @user @user,positive,Positive,ni yingiseli wena sesi khensi na cc bongi nile xokwe mozambique 810dstv,"['ni', 'yingiseli', 'wena', 'sesi', 'khensi', 'na', 'cc', 'bongi', 'nile', 'xokwe', 'mozambique', '810dstv']",12
@user Hewa ya Oxygen 😎,positive,Positive,hewa ya oxygen 😎,"['hewa', 'ya', 'oxygen', '😎']",4
Ni humule ha hombe muzandziwa 🌊🌊 https://t.co/mVk1ZZYi9y,positive,Positive,ni humule ha hombe muzandziwa 🌊🌊,"['ni', 'humule', 'ha', 'hombe', 'muzandziwa', '🌊🌊']",6
"@user: Auxeni, inlhikani,li xile, ku ndjani, unga ni nhenhentsi, ni bihile, u shonguile, wa nunwa, a ni pfukanga kwatsi.""""😹😹😹🙈🙉🙊",positive,Positive,auxeni inlhikanili xile ku ndjani unga ni nhenhentsi ni bihile u shonguile wa nunwa a ni pfukanga kwatsi😹😹😹🙈🙉🙊,"['auxeni', 'inlhikanili', 'xile', 'ku', 'ndjani', 'unga', 'ni', 'nhenhentsi', 'ni', 'bihile', 'u', 'shonguile', 'wa', 'nunwa', 'a', 'ni', 'pfukanga', 'kwatsi😹😹😹🙈🙉🙊']",18
namunthla mu ta nitwa... @user,positive,Positive,namunthla mu ta nitwa,"['namunthla', 'mu', 'ta', 'nitwa']",4
@user @user @user mara tinsimo ta xitsonga ta tsakisa niku yingiseli nile xokwe Mozambique @user,positive,Positive,mara tinsimo ta xitsonga ta tsakisa niku yingiseli nile xokwe mozambique,"['mara', 'tinsimo', 'ta', 'xitsonga', 'ta', 'tsakisa', 'niku', 'yingiseli', 'nile', 'xokwe', 'mozambique']",11
Rendes Xikento ih😂 https://t.co/DHwyVLdCzS,positive,Positive,rendes xikento ih😂,"['rendes', 'xikento', 'ih😂']",3
Mina Ni Randza Wenah X Mexe O Esqueleto #DjAlvinALutaContinua,positive,Positive,mina ni randza wenah x mexe o esqueleto,"['mina', 'ni', 'randza', 'wenah', 'x', 'mexe', 'o', 'esqueleto']",8
"@user @user Hi pfukile anti wena, vá hanha kaya?",positive,Positive,hi pfukile anti wena vá hanha kaya,"['hi', 'pfukile', 'anti', 'wena', 'vá', 'hanha', 'kaya']",7
Ni rungula nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mathonsi na mamani flora mathonsi ka xokwe Mozambique @user,positive,Positive,ni rungula nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mathonsi na mamani flora mathonsi ka xokwe mozambique,"['ni', 'rungula', 'nsati', 'wamina', 'nthabiseng', 'mashaba', 'ka', 'xokwe', 'nwana', 'mina', 'inocente', 'mathonsi', 'na', 'mamani', 'flora', 'mathonsi', 'ka', 'xokwe', 'mozambique']",19
@user @user @user #Topic mina vahaxi ani hambanisi swafana na vanhu va hlonge ya mina ntsena i respect kufana na uwani,positive,Positive,mina vahaxi ani hambanisi swafana na vanhu va hlonge ya mina ntsena i respect kufana na uwani,"['mina', 'vahaxi', 'ani', 'hambanisi', 'swafana', 'na', 'vanhu', 'va', 'hlonge', 'ya', 'mina', 'ntsena', 'i', 'respect', 'kufana', 'na', 'uwani']",17
@user sim 🙈 Teka famba,positive,Positive,sim 🙈 teka famba,"['sim', '🙈', 'teka', 'famba']",4
Ku dliwa salada https://t.co/8RIMJHAhz9,positive,Positive,ku dliwa salada,"['ku', 'dliwa', 'salada']",3
@user @user @user @user loko va yi rhanza cricket na,positive,Positive,loko va yi rhanza cricket na,"['loko', 'va', 'yi', 'rhanza', 'cricket', 'na']",6
@user @user @user #HHW boti tshama na muti wa kokwani. Sesi famba vukatini bya wena,positive,Positive,boti tshama na muti wa kokwani sesi famba vukatini bya wena,"['boti', 'tshama', 'na', 'muti', 'wa', 'kokwani', 'sesi', 'famba', 'vukatini', 'bya', 'wena']",11
"Nghoma ya Nghena ma onha mhaka .... a mosambiki va cina hinoooooo #tag Nghena miva rungula @user Moamba, Maputo, Mozambique https://t.co/9hxZgAlJ0D",positive,Positive,nghoma ya nghena ma onha mhaka a mosambiki va cina hinoooooo nghena miva rungula moamba maputo mozambique,"['nghoma', 'ya', 'nghena', 'ma', 'onha', 'mhaka', 'a', 'mosambiki', 'va', 'cina', 'hinoooooo', 'nghena', 'miva', 'rungula', 'moamba', 'maputo', 'mozambique']",17
Hibha fotxolo khuza ku huma no lithilu https://t.co/oNxdmdiJOy,positive,Positive,hibha fotxolo khuza ku huma no lithilu,"['hibha', 'fotxolo', 'khuza', 'ku', 'huma', 'no', 'lithilu']",7
mina na wena,positive,Positive,mina na wena,"['mina', 'na', 'wena']",3
Mr Bow - Ni tafa na wena https://t.co/CKMvkau0OR,positive,Positive,mr bow ni tafa na wena,"['mr', 'bow', 'ni', 'tafa', 'na', 'wena']",6
Txuvuka dzanku logo uya wa kwela kuvuya ka wena hitaku yamukela,positive,Positive,txuvuka dzanku logo uya wa kwela kuvuya ka wena hitaku yamukela,"['txuvuka', 'dzanku', 'logo', 'uya', 'wa', 'kwela', 'kuvuya', 'ka', 'wena', 'hitaku', 'yamukela']",11
Cinderela wa mina I love u babe ♪💃,positive,Positive,cinderela wa mina i love u babe ♪💃,"['cinderela', 'wa', 'mina', 'i', 'love', 'u', 'babe', '♪💃']",8
Auxene. Mo yini kupfuka? #Acredita #CenasÀTardeAninam,positive,Positive,auxene mo yini kupfuka,"['auxene', 'mo', 'yini', 'kupfuka']",4
@user Hoyini ku pfuka,positive,Positive,hoyini ku pfuka,"['hoyini', 'ku', 'pfuka']",3
"ni pulukhe, no undla a vana vavano https://t.co/WsPs8PizG8",positive,Positive,ni pulukhe no undla a vana vavano,"['ni', 'pulukhe', 'no', 'undla', 'a', 'vana', 'vavano']",7
"@user Na hanha. Nô scrolaranhana, ni hamba nkama pra niya Studio.",positive,Positive,na hanha nô scrolaranhana ni hamba nkama pra niya studio,"['na', 'hanha', 'nô', 'scrolaranhana', 'ni', 'hamba', 'nkama', 'pra', 'niya', 'studio']",10
Super sweet Sunday ka nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mamani flora mathonsi ka xokwe @user,positive,Positive,super sweet sunday ka nsati wamina nthabiseng mashaba ka xokwe nwana mina inocente mamani flora mathonsi ka xokwe,"['super', 'sweet', 'sunday', 'ka', 'nsati', 'wamina', 'nthabiseng', 'mashaba', 'ka', 'xokwe', 'nwana', 'mina', 'inocente', 'mamani', 'flora', 'mathonsi', 'ka', 'xokwe']",18
"@user @user 😂😂😂😂😂😂i rhandza mina, phela kuza xi rhandza camera hi kola ka mina",positive,Positive,😂😂😂😂😂😂i rhandza mina phela kuza xi rhandza camera hi kola ka mina,"['😂😂😂😂😂😂i', 'rhandza', 'mina', 'phela', 'kuza', 'xi', 'rhandza', 'camera', 'hi', 'kola', 'ka', 'mina']",12
"@user ni bom, a caya kwaco khe?",positive,Positive,ni bom a caya kwaco khe,"['ni', 'bom', 'a', 'caya', 'kwaco', 'khe']",6
Ni randza nyama https://t.co/Yg4Awwpza6,positive,Positive,ni randza nyama,"['ni', 'randza', 'nyama']",3
Ah bro ya. 😂 https://t.co/ZemU0cOJDn,positive,Positive,ah bro ya 😂,"['ah', 'bro', 'ya', '😂']",4
. wo ai ni:),positive,Positive,wo ai ni,"['wo', 'ai', 'ni']",3
Unga vhoni ku gwira ni tlhela ni thakula mina khata kambe akuna munwane ane lweyi tsakisaka minouu 🎵🎵,positive,Positive,unga vhoni ku gwira ni tlhela ni thakula mina khata kambe akuna munwane ane lweyi tsakisaka minouu 🎵🎵,"['unga', 'vhoni', 'ku', 'gwira', 'ni', 'tlhela', 'ni', 'thakula', 'mina', 'khata', 'kambe', 'akuna', 'munwane', 'ane', 'lweyi', 'tsakisaka', 'minouu', '🎵🎵']",18
Teka Famba @user B.Jardim https://t.co/tgABbLS0FM,positive,Positive,teka famba bjardim,"['teka', 'famba', 'bjardim']",3
@user hi pfukili bem Doutor wena ke,positive,Positive,hi pfukili bem doutor wena ke,"['hi', 'pfukili', 'bem', 'doutor', 'wena', 'ke']",6
Teka Famba Ya Man .. Te amo 😻,positive,Positive,teka famba ya man te amo 😻,"['teka', 'famba', 'ya', 'man', 'te', 'amo', '😻']",7
Va galhi tiMbatsana kaMarracuene. https://t.co/M1dMpStlM7,positive,Positive,va galhi timbatsana kamarracuene,"['va', 'galhi', 'timbatsana', 'kamarracuene']",4
@user Wena wa tsoga yong,positive,Positive,wena wa tsoga yong,"['wena', 'wa', 'tsoga', 'yong']",4
@user Ya va dudamel deja la vino tinto vermo,positive,Positive,ya va dudamel deja la vino tinto vermo,"['ya', 'va', 'dudamel', 'deja', 'la', 'vino', 'tinto', 'vermo']",8
A Xikwembo A Xi Ku Katekisse 🙏🙏🙏 https://t.co/TjzFkAk9WO,positive,Positive,a xikwembo a xi ku katekisse 🙏🙏🙏,"['a', 'xikwembo', 'a', 'xi', 'ku', 'katekisse', '🙏🙏🙏']",7
