sentence,Final_Label,predict_name,cleaned_sentence,tokens
@user nah man haesale ntho tsaka hence ke ipotsa sekele motho le d seat-in ground ese nhlola ngwanarona bt i dnt think i will go dr,negative,Setswana,nah man haesale ntho tsaka hence ke ipotsa sekele motho le d seatin ground ese nhlola ngwanarona bt i dnt think i will go dr,"['nah', 'man', 'haesale', 'ntho', 'tsaka', 'hence', 'ke', 'ipotsa', 'sekele', 'motho', 'le', 'd', 'seatin', 'ground', 'ese', 'nhlola', 'ngwanarona', 'bt', 'i', 'dnt', 'think', 'i', 'will', 'go', 'dr']"
tshela thupa le lona ka 1 0 mo tlhabane a moso omontle ele ruri asbonge,negative,Setswana,tshela thupa le lona ka mo tlhabane a moso omontle ele ruri asbonge,"['tshela', 'thupa', 'le', 'lona', 'ka', 'mo', 'tlhabane', 'a', 'moso', 'omontle', 'ele', 'ruri', 'asbonge']"
tomorrow10august we will be discussing all things funding,neutral,Setswana,tomorrowaugust we will be discussing all things funding,"['tomorrowaugust', 'we', 'will', 'be', 'discussing', 'all', 'things', 'funding']"
@user re tile go kopana,positive,Setswana,re tile go kopana,"['re', 'tile', 'go', 'kopana']"
@user mamepe ko pele ete motho gotwe o sukiri waitseeee ,positive,Setswana,mamepe ko pele ete motho gotwe o sukiri waitseeee,"['mamepe', 'ko', 'pele', 'ete', 'motho', 'gotwe', 'o', 'sukiri', 'waitseeee']"
@user themma ka go gaisa ,positive,Setswana,themma ka go gaisa,"['themma', 'ka', 'go', 'gaisa']"
sex appeal is one of those things that s more about personality than it is about looks dik b tse di sexy di teng not to say that there is an abundance of them but di teng ,positive,Setswana,sex appeal is one of those things that s more about personality than it is about looks dik b tse di sexy di teng not to say that there is an abundance of them but di teng,"['sex', 'appeal', 'is', 'one', 'of', 'those', 'things', 'that', 's', 'more', 'about', 'personality', 'than', 'it', 'is', 'about', 'looks', 'dik', 'b', 'tse', 'di', 'sexy', 'di', 'teng', 'not', 'to', 'say', 'that', 'there', 'is', 'an', 'abundance', 'of', 'them', 'but', 'di', 'teng']"
@user sale re tlhodiiwa re winner first game gotwe ha re na team jaanong la re re didimale ka team tsa lona ha di dire sentle never ,negative,Setswana,sale re tlhodiiwa re winner first game gotwe ha re na team jaanong la re re didimale ka team tsa lona ha di dire sentle never,"['sale', 're', 'tlhodiiwa', 're', 'winner', 'first', 'game', 'gotwe', 'ha', 're', 'na', 'team', 'jaanong', 'la', 're', 're', 'didimale', 'ka', 'team', 'tsa', 'lona', 'ha', 'di', 'dire', 'sentle', 'never']"
jaanong go sona ke eng ,negative,Setswana,jaanong go sona ke eng,"['jaanong', 'go', 'sona', 'ke', 'eng']"
mme hela ha le aga go sena support from management ka di transfer go betswa gago nna jaana go bothokwa ,positive,Setswana,mme hela ha le aga go sena support from management ka di transfer go betswa gago nna jaana go bothokwa,"['mme', 'hela', 'ha', 'le', 'aga', 'go', 'sena', 'support', 'from', 'management', 'ka', 'di', 'transfer', 'go', 'betswa', 'gago', 'nna', 'jaana', 'go', 'bothokwa']"
@user o mogolo ka go fetisisa akere dumela hle,positive,Setswana,o mogolo ka go fetisisa akere dumela hle,"['o', 'mogolo', 'ka', 'go', 'fetisisa', 'akere', 'dumela', 'hle']"
@user @user @user to cleanse go ntsha semanya sa the previous boyfriend ,neutral,Setswana,to cleanse go ntsha semanya sa the previous boyfriend,"['to', 'cleanse', 'go', 'ntsha', 'semanya', 'sa', 'the', 'previous', 'boyfriend']"
car wash you don t move ha o suta ba sutisa koloi o kgona go utwa laiti ya gago e go leletsa e botsa gore o tabogetse kae ha o betsa pipe jaana mo western bypass wena nako tseo o itse koloi ya gago e thatsiwa mo tlokweng ,negative,Setswana,car wash you don t move ha o suta ba sutisa koloi o kgona go utwa laiti ya gago e go leletsa e botsa gore o tabogetse kae ha o betsa pipe jaana mo western bypass wena nako tseo o itse koloi ya gago e thatsiwa mo tlokweng,"['car', 'wash', 'you', 'don', 't', 'move', 'ha', 'o', 'suta', 'ba', 'sutisa', 'koloi', 'o', 'kgona', 'go', 'utwa', 'laiti', 'ya', 'gago', 'e', 'go', 'leletsa', 'e', 'botsa', 'gore', 'o', 'tabogetse', 'kae', 'ha', 'o', 'betsa', 'pipe', 'jaana', 'mo', 'western', 'bypass', 'wena', 'nako', 'tseo', 'o', 'itse', 'koloi', 'ya', 'gago', 'e', 'thatsiwa', 'mo', 'tlokweng']"
@user @user ke utlwile ba re ga e sa le meet me by the river ke meet me at the library ,negative,Setswana,ke utlwile ba re ga e sa le meet me by the river ke meet me at the library,"['ke', 'utlwile', 'ba', 're', 'ga', 'e', 'sa', 'le', 'meet', 'me', 'by', 'the', 'river', 'ke', 'meet', 'me', 'at', 'the', 'library']"
@user mathata ke batho ba bomme batho bao ba dipuo go gaisa majita mo dikoloing,negative,Setswana,mathata ke batho ba bomme batho bao ba dipuo go gaisa majita mo dikoloing,"['mathata', 'ke', 'batho', 'ba', 'bomme', 'batho', 'bao', 'ba', 'dipuo', 'go', 'gaisa', 'majita', 'mo', 'dikoloing']"
friends where can one go on a day trip a ya go palama di quad bikes ,neutral,Setswana,friends where can one go on a day trip a ya go palama di quad bikes,"['friends', 'where', 'can', 'one', 'go', 'on', 'a', 'day', 'trip', 'a', 'ya', 'go', 'palama', 'di', 'quad', 'bikes']"
@user mkhulise ke bosso ya teng,neutral,Setswana,mkhulise ke bosso ya teng,"['mkhulise', 'ke', 'bosso', 'ya', 'teng']"
@user waitse nna i still have a long way to go here i m i thinking spurs o siame hela for a date ,negative,Setswana,waitse nna i still have a long way to go here i m i thinking spurs o siame hela for a date,"['waitse', 'nna', 'i', 'still', 'have', 'a', 'long', 'way', 'to', 'go', 'here', 'i', 'm', 'i', 'thinking', 'spurs', 'o', 'siame', 'hela', 'for', 'a', 'date']"
mme gone why re tshwanetse go dira expensive birthdays for kids under 5 ga se gore re tla simolla ha ba setse ba hlaloganya gore go diragala eng ,positive,Setswana,mme gone why re tshwanetse go dira expensive birthdays for kids under ga se gore re tla simolla ha ba setse ba hlaloganya gore go diragala eng,"['mme', 'gone', 'why', 're', 'tshwanetse', 'go', 'dira', 'expensive', 'birthdays', 'for', 'kids', 'under', 'ga', 'se', 'gore', 're', 'tla', 'simolla', 'ha', 'ba', 'setse', 'ba', 'hlaloganya', 'gore', 'go', 'diragala', 'eng']"
@user ke gore lea tshega ,negative,Setswana,ke gore lea tshega,"['ke', 'gore', 'lea', 'tshega']"
@user mma she was so happy and overwhelmed from all the love she got shes so grateful o rile thank you gantsi ntsi gorr,positive,Setswana,mma she was so happy and overwhelmed from all the love she got shes so grateful o rile thank you gantsi ntsi gorr,"['mma', 'she', 'was', 'so', 'happy', 'and', 'overwhelmed', 'from', 'all', 'the', 'love', 'she', 'got', 'shes', 'so', 'grateful', 'o', 'rile', 'thank', 'you', 'gantsi', 'ntsi', 'gorr']"
le re buisa thata maan,negative,Setswana,le re buisa thata maan,"['le', 're', 'buisa', 'thata', 'maan']"
lona bo bechwa le rata go re buisa thata waitse ,negative,Setswana,lona bo bechwa le rata go re buisa thata waitse,"['lona', 'bo', 'bechwa', 'le', 'rata', 'go', 're', 'buisa', 'thata', 'waitse']"
@user kaokwa ware wa lwala o fole aneh,neutral,Setswana,kaokwa ware wa lwala o fole aneh,"['kaokwa', 'ware', 'wa', 'lwala', 'o', 'fole', 'aneh']"
@user ga le ire sentle batho ba gaborone ,negative,Setswana,ga le ire sentle batho ba gaborone,"['ga', 'le', 'ire', 'sentle', 'batho', 'ba', 'gaborone']"
@user o mpolaile gompieno ,negative,Setswana,o mpolaile gompieno,"['o', 'mpolaile', 'gompieno']"
@user the next thing ga a sa araba phone ,negative,Setswana,the next thing ga a sa araba phone,"['the', 'next', 'thing', 'ga', 'a', 'sa', 'araba', 'phone']"
@user @user ke tsebile gore o teng mo ,positive,Setswana,ke tsebile gore o teng mo,"['ke', 'tsebile', 'gore', 'o', 'teng', 'mo']"
@user tsena ke lumela li bonolo hobane manaka a tsona a shebile holimo ha li khone ho hlaba hantle li sa inama,negative,Setswana,tsena ke lumela li bonolo hobane manaka a tsona a shebile holimo ha li khone ho hlaba hantle li sa inama,"['tsena', 'ke', 'lumela', 'li', 'bonolo', 'hobane', 'manaka', 'a', 'tsona', 'a', 'shebile', 'holimo', 'ha', 'li', 'khone', 'ho', 'hlaba', 'hantle', 'li', 'sa', 'inama']"
@user we love you poso but leviathan ,neutral,Setswana,we love you poso but leviathan,"['we', 'love', 'you', 'poso', 'but', 'leviathan']"
@user but you literally can keep everything else sala nezimbejeje zakho ke,neutral,Setswana,but you literally can keep everything else sala nezimbejeje zakho ke,"['but', 'you', 'literally', 'can', 'keep', 'everything', 'else', 'sala', 'nezimbejeje', 'zakho', 'ke']"
 ene ne o di gatile yong shame tlao nthuse re busetse headboard kantlela ,negative,Setswana,ene ne o di gatile yong shame tlao nthuse re busetse headboard kantlela,"['ene', 'ne', 'o', 'di', 'gatile', 'yong', 'shame', 'tlao', 'nthuse', 're', 'busetse', 'headboard', 'kantlela']"
@user nnyaa gongwe replye e taa ta,negative,Setswana,nnyaa gongwe replye e taa ta,"['nnyaa', 'gongwe', 'replye', 'e', 'taa', 'ta']"
@user @user thata e ka nna botlhokwa,positive,Setswana,thata e ka nna botlhokwa,"['thata', 'e', 'ka', 'nna', 'botlhokwa']"
digroom tsa malatsi ano di-improvile hela thata ba simolotse go smile r ,negative,Setswana,digroom tsa malatsi ano diimprovile hela thata ba simolotse go smile r,"['digroom', 'tsa', 'malatsi', 'ano', 'diimprovile', 'hela', 'thata', 'ba', 'simolotse', 'go', 'smile', 'r']"
@user hoja ra betsa heist fast fast ntse ba disitse trophy,neutral,Setswana,hoja ra betsa heist fast fast ntse ba disitse trophy,"['hoja', 'ra', 'betsa', 'heist', 'fast', 'fast', 'ntse', 'ba', 'disitse', 'trophy']"
@user thata rra it s very annoying ,negative,Setswana,thata rra it s very annoying,"['thata', 'rra', 'it', 's', 'very', 'annoying']"
@user what about dongqolo ke betswa shambola ka dongqolo bosigo bo botlhe ,positive,Setswana,what about dongqolo ke betswa shambola ka dongqolo bosigo bo botlhe,"['what', 'about', 'dongqolo', 'ke', 'betswa', 'shambola', 'ka', 'dongqolo', 'bosigo', 'bo', 'botlhe']"
i m only sitting down now ha ke yang go robala teng ka go swa ,neutral,Setswana,i m only sitting down now ha ke yang go robala teng ka go swa,"['i', 'm', 'only', 'sitting', 'down', 'now', 'ha', 'ke', 'yang', 'go', 'robala', 'teng', 'ka', 'go', 'swa']"
@user @user ke batla go tshega goreeee ,positive,Setswana,ke batla go tshega goreeee,"['ke', 'batla', 'go', 'tshega', 'goreeee']"
@user ke mo latletse ka sebele mme ha ke mo utlwe sentle ,positive,Setswana,ke mo latletse ka sebele mme ha ke mo utlwe sentle,"['ke', 'mo', 'latletse', 'ka', 'sebele', 'mme', 'ha', 'ke', 'mo', 'utlwe', 'sentle']"
@user lol ask a man ke tseya best thata,negative,Setswana,lol ask a man ke tseya best thata,"['lol', 'ask', 'a', 'man', 'ke', 'tseya', 'best', 'thata']"
@user la rialo lekhete ,positive,Setswana,la rialo lekhete,"['la', 'rialo', 'lekhete']"
sho bro ehhhh kuku ntate e ma pele ,positive,Setswana,sho bro ehhhh kuku ntate e ma pele,"['sho', 'bro', 'ehhhh', 'kuku', 'ntate', 'e', 'ma', 'pele']"
@user hlapa ntate,neutral,Setswana,hlapa ntate,"['hlapa', 'ntate']"
@user ka rialo kare ha e random tweet e nale mong,negative,Setswana,ka rialo kare ha e random tweet e nale mong,"['ka', 'rialo', 'kare', 'ha', 'e', 'random', 'tweet', 'e', 'nale', 'mong']"
@user ke reng ko teng ,neutral,Setswana,ke reng ko teng,"['ke', 'reng', 'ko', 'teng']"
@user aowa ntate mogolo u cooked here wena i don bliv it,positive,Setswana,aowa ntate mogolo u cooked here wena i don bliv it,"['aowa', 'ntate', 'mogolo', 'u', 'cooked', 'here', 'wena', 'i', 'don', 'bliv', 'it']"
@user @user eish ke utlwa botlhoko jang ka ene mme o tla siama,positive,Setswana,eish ke utlwa botlhoko jang ka ene mme o tla siama,"['eish', 'ke', 'utlwa', 'botlhoko', 'jang', 'ka', 'ene', 'mme', 'o', 'tla', 'siama']"
maloba went there for the 1st time hey,neutral,Setswana,maloba went there for the st time hey,"['maloba', 'went', 'there', 'for', 'the', 'st', 'time', 'hey']"
 o araba ka di parabble ,neutral,Setswana,o araba ka di parabble,"['o', 'araba', 'ka', 'di', 'parabble']"
@user thata mme nna ke ntse ke nyatsa blind ,negative,Setswana,thata mme nna ke ntse ke nyatsa blind,"['thata', 'mme', 'nna', 'ke', 'ntse', 'ke', 'nyatsa', 'blind']"
@user o siame chomie ,neutral,Setswana,o siame chomie,"['o', 'siame', 'chomie']"
@user kgosi ya mosadi ,positive,Setswana,kgosi ya mosadi,"['kgosi', 'ya', 'mosadi']"
@user ha ke a tshoga jaana,positive,Setswana,ha ke a tshoga jaana,"['ha', 'ke', 'a', 'tshoga', 'jaana']"
@user @user zama bese ubuya kimi,neutral,Setswana,zama bese ubuya kimi,"['zama', 'bese', 'ubuya', 'kimi']"
@user ba ntse shap jang bagolo ,neutral,Setswana,ba ntse shap jang bagolo,"['ba', 'ntse', 'shap', 'jang', 'bagolo']"
@user aowa go phefo nkase apare mosese ,negative,Setswana,aowa go phefo nkase apare mosese,"['aowa', 'go', 'phefo', 'nkase', 'apare', 'mosese']"
@user o tshogile akere tsala,neutral,Setswana,o tshogile akere tsala,"['o', 'tshogile', 'akere', 'tsala']"
o thole call ya landline o prepare go araba cos o nagana ke that call ore hello ebe utlwa press1 and modimo ke batlile ke senya phone hle ,negative,Setswana,o thole call ya landline o prepare go araba cos o nagana ke that call ore hello ebe utlwa press and modimo ke batlile ke senya phone hle,"['o', 'thole', 'call', 'ya', 'landline', 'o', 'prepare', 'go', 'araba', 'cos', 'o', 'nagana', 'ke', 'that', 'call', 'ore', 'hello', 'ebe', 'utlwa', 'press', 'and', 'modimo', 'ke', 'batlile', 'ke', 'senya', 'phone', 'hle']"
@user ba melomo e mogolo ba apa ka matla,negative,Setswana,ba melomo e mogolo ba apa ka matla,"['ba', 'melomo', 'e', 'mogolo', 'ba', 'apa', 'ka', 'matla']"
@user i ain t catching molato jaanong foo go tlabe go bua lona ka bogolwane le le 2,positive,Setswana,i ain t catching molato jaanong foo go tlabe go bua lona ka bogolwane le le,"['i', 'ain', 't', 'catching', 'molato', 'jaanong', 'foo', 'go', 'tlabe', 'go', 'bua', 'lona', 'ka', 'bogolwane', 'le', 'le']"
i realy realy love someone so ke a ba tshelela so ke emise nnotonyana e ke e postang ka gore o tla ske a rate o jang ne baan lo sure ke pitlagane mmmur ha soore ke lese hela once ,negative,Setswana,i realy realy love someone so ke a ba tshelela so ke emise nnotonyana e ke e postang ka gore o tla ske a rate o jang ne baan lo sure ke pitlagane mmmur ha soore ke lese hela once,"['i', 'realy', 'realy', 'love', 'someone', 'so', 'ke', 'a', 'ba', 'tshelela', 'so', 'ke', 'emise', 'nnotonyana', 'e', 'ke', 'e', 'postang', 'ka', 'gore', 'o', 'tla', 'ske', 'a', 'rate', 'o', 'jang', 'ne', 'baan', 'lo', 'sure', 'ke', 'pitlagane', 'mmmur', 'ha', 'soore', 'ke', 'lese', 'hela', 'once']"
ngwanyana wao tlhoka kuane yao robala ya bo chef marlin ,neutral,Setswana,ngwanyana wao tlhoka kuane yao robala ya bo chef marlin,"['ngwanyana', 'wao', 'tlhoka', 'kuane', 'yao', 'robala', 'ya', 'bo', 'chef', 'marlin']"
@user tsa teng,neutral,Setswana,tsa teng,"['tsa', 'teng']"
@user @user le dira jang ne mma go kwa kana ke kgang tsa genetics ,negative,Setswana,le dira jang ne mma go kwa kana ke kgang tsa genetics,"['le', 'dira', 'jang', 'ne', 'mma', 'go', 'kwa', 'kana', 'ke', 'kgang', 'tsa', 'genetics']"
go tshela metsi akere ,negative,Setswana,go tshela metsi akere,"['go', 'tshela', 'metsi', 'akere']"
@user nyaa o tlebe a lwelang le nna jaanong ,negative,Setswana,nyaa o tlebe a lwelang le nna jaanong,"['nyaa', 'o', 'tlebe', 'a', 'lwelang', 'le', 'nna', 'jaanong']"
se tloga se simolola stress sa united ,negative,Setswana,se tloga se simolola stress sa united,"['se', 'tloga', 'se', 'simolola', 'stress', 'sa', 'united']"
waitse nna ga ke sa itse jaanong ,negative,Setswana,waitse nna ga ke sa itse jaanong,"['waitse', 'nna', 'ga', 'ke', 'sa', 'itse', 'jaanong']"
go tshela lona waitse ah ,neutral,Setswana,go tshela lona waitse ah,"['go', 'tshela', 'lona', 'waitse', 'ah']"
@user hai ena e thata,negative,Setswana,hai ena e thata,"['hai', 'ena', 'e', 'thata']"
@user ke utlwile go tualo le nna ,positive,Setswana,ke utlwile go tualo le nna,"['ke', 'utlwile', 'go', 'tualo', 'le', 'nna']"
@user nna kana kare kgang e e tsietsa nna ke le nosi ,positive,Setswana,nna kana kare kgang e e tsietsa nna ke le nosi,"['nna', 'kana', 'kare', 'kgang', 'e', 'e', 'tsietsa', 'nna', 'ke', 'le', 'nosi']"
@user o ka se nwe botlhoko so ,positive,Setswana,o ka se nwe botlhoko so,"['o', 'ka', 'se', 'nwe', 'botlhoko', 'so']"
ederson walker dias ake cancelo rodri silva bruyne c foden haaland alvarez @user dira yalo mogolo ,positive,Setswana,ederson walker dias ake cancelo rodri silva bruyne c foden haaland alvarez dira yalo mogolo,"['ederson', 'walker', 'dias', 'ake', 'cancelo', 'rodri', 'silva', 'bruyne', 'c', 'foden', 'haaland', 'alvarez', 'dira', 'yalo', 'mogolo']"
@user @user nnya ke go utlwile ,neutral,Setswana,nnya ke go utlwile,"['nnya', 'ke', 'go', 'utlwile']"
thata i want ,positive,Setswana,thata i want,"['thata', 'i', 'want']"
@user @user @user ke ipotsa ba ganelang ,negative,Setswana,ke ipotsa ba ganelang,"['ke', 'ipotsa', 'ba', 'ganelang']"
@user puuu fatshe magongwa otlo rwala matsoho hlohong,neutral,Setswana,puuu fatshe magongwa otlo rwala matsoho hlohong,"['puuu', 'fatshe', 'magongwa', 'otlo', 'rwala', 'matsoho', 'hlohong']"
@user nobody she has toys food water n milk ke fatshe mona ,negative,Setswana,nobody she has toys food water n milk ke fatshe mona,"['nobody', 'she', 'has', 'toys', 'food', 'water', 'n', 'milk', 'ke', 'fatshe', 'mona']"
@user tlogela di jokey o siame hela without them ,negative,Setswana,tlogela di jokey o siame hela without them,"['tlogela', 'di', 'jokey', 'o', 'siame', 'hela', 'without', 'them']"
ke gopotse motho waka botlhoko yoh,negative,Setswana,ke gopotse motho waka botlhoko yoh,"['ke', 'gopotse', 'motho', 'waka', 'botlhoko', 'yoh']"
@user ke o lebile jaana,neutral,Setswana,ke o lebile jaana,"['ke', 'o', 'lebile', 'jaana']"
@user ke go utlwa sentle sir dankoo,neutral,Setswana,ke go utlwa sentle sir dankoo,"['ke', 'go', 'utlwa', 'sentle', 'sir', 'dankoo']"
@user ha ba so re natla li fasoe,neutral,Setswana,ha ba so re natla li fasoe,"['ha', 'ba', 'so', 're', 'natla', 'li', 'fasoe']"
@user @user @user puo tsa lona ,negative,Setswana,puo tsa lona,"['puo', 'tsa', 'lona']"
o dingalo moffat e rile a bona gore le bua thata haa tsenya dikoloi be a tikela morobanyana a tima dipikara ,positive,Setswana,o dingalo moffat e rile a bona gore le bua thata haa tsenya dikoloi be a tikela morobanyana a tima dipikara,"['o', 'dingalo', 'moffat', 'e', 'rile', 'a', 'bona', 'gore', 'le', 'bua', 'thata', 'haa', 'tsenya', 'dikoloi', 'be', 'a', 'tikela', 'morobanyana', 'a', 'tima', 'dipikara']"
@user tlhebanna go phakela ,neutral,Setswana,tlhebanna go phakela,"['tlhebanna', 'go', 'phakela']"
at this point se segolo ke bophelo ,neutral,Setswana,at this point se segolo ke bophelo,"['at', 'this', 'point', 'se', 'segolo', 'ke', 'bophelo']"
@user @user stlaela sa ntate mxm,neutral,Setswana,stlaela sa ntate mxm,"['stlaela', 'sa', 'ntate', 'mxm']"
@user @user @user mosimane,neutral,Setswana,mosimane,['mosimane']
@user fela yaaka o apaya motogo wa phakela ebe ore tot ya vinegar or a leveled teaspoon of tataric acid if o batla go loisa continue as you would ka ting e bidisitsweng,negative,Setswana,fela yaaka o apaya motogo wa phakela ebe ore tot ya vinegar or a leveled teaspoon of tataric acid if o batla go loisa continue as you would ka ting e bidisitsweng,"['fela', 'yaaka', 'o', 'apaya', 'motogo', 'wa', 'phakela', 'ebe', 'ore', 'tot', 'ya', 'vinegar', 'or', 'a', 'leveled', 'teaspoon', 'of', 'tataric', 'acid', 'if', 'o', 'batla', 'go', 'loisa', 'continue', 'as', 'you', 'would', 'ka', 'ting', 'e', 'bidisitsweng']"
